Before,1,2,3,4,5,6,7,9,12,13,14,15,19,30
0,0.85,0.1,0.0125,0.0125,0,0,0.0125,0,0,0,0.0125,0,0,0
1,0.8854166667,0.0625,0.01041666667,0,0,0.01041666667,0,0.01041666667,0.01041666667,0,0,0,0.01041666667,0
2,0.8865979381,0.07216494845,0.01030927835,0.0206185567,0,0.01030927835,0,0,0,0,0,0,0,0
3,0.9327731092,0.04201680672,0,0.01680672269,0,0.008403361345,0,0,0,0,0,0,0,0
4,0.9430379747,0.03797468354,0.006329113924,0,0.006329113924,0,0.006329113924,0,0,0,0,0,0,0
5,0.9142857143,0.02142857143,0.03571428571,0.007142857143,0.01428571429,0,0,0,0,0.007142857143,0,0,0,0
6,0.9034482759,0.04137931034,0.02068965517,0.02068965517,0.006896551724,0,0.006896551724,0,0,0,0,0,0,0
7,0.9135135135,0.03783783784,0.04324324324,0.005405405405,0,0,0,0,0,0,0,0,0,0
8,0.8731707317,0.0487804878,0.07804878049,0,0,0,0,0,0,0,0,0,0,0
9,0.8514851485,0.07425742574,0.06435643564,0.00495049505,0,0,0,0,0,0.00495049505,0,0,0,0
10,0.8795180723,0.06024096386,0.05220883534,0.004016064257,0,0,0.004016064257,0,0,0,0,0,0,0
11,0.9031007752,0.06976744186,0.02325581395,0,0,0,0,0,0,0,0,0.003875968992,0,0
12,0.8598130841,0.07943925234,0.04672897196,0.009345794393,0,0,0.004672897196,0,0,0,0,0,0,0
13,0.8176470588,0.1352941176,0.04117647059,0,0,0.005882352941,0,0,0,0,0,0,0,0
14,0.8533333333,0.09333333333,0.04,0.006666666667,0.006666666667,0,0,0,0,0,0,0,0,0
15,0.8304093567,0.09941520468,0.0701754386,0,0,0,0,0,0,0,0,0,0,0
16,0.880239521,0.06586826347,0.04191616766,0.005988023952,0,0,0,0,0,0.005988023952,0,0,0,0
17,0.8079096045,0.1242937853,0.06779661017,0,0,0,0,0,0,0,0,0,0,0
18,0.8604651163,0.0988372093,0.03488372093,0.005813953488,0,0,0,0,0,0,0,0,0,0
19,0.8352941176,0.1,0.06470588235,0,0,0,0,0,0,0,0,0,0,0
20,0.8666666667,0.08888888889,0.04444444444,0,0,0,0,0,0,0,0,0,0,0
21,0.8614457831,0.07831325301,0.06024096386,0,0,0,0,0,0,0,0,0,0,0
22,0.865497076,0.07602339181,0.05263157895,0,0,0,0,0.005847953216,0,0,0,0,0,0
23,0.8563218391,0.06896551724,0.0632183908,0.005747126437,0,0,0,0.005747126437,0,0,0,0,0,0
24,0.8875,0.0875,0.025,0,0,0,0,0,0,0,0,0,0,0
25,0.9213483146,0.06179775281,0.01123595506,0.005617977528,0,0,0,0,0,0,0,0,0,0
26,0.8888888889,0.08148148148,0.02222222222,0,0,0.007407407407,0,0,0,0,0,0,0,0
27,0.8620689655,0.08275862069,0.04137931034,0,0.006896551724,0.006896551724,0,0,0,0,0,0,0,0
28,0.8702290076,0.07633587786,0.0534351145,0,0,0,0,0,0,0,0,0,0,0
29,0.8549618321,0.09160305344,0.0534351145,0,0,0,0,0,0,0,0,0,0,0
30,0.8581081081,0.07432432432,0.05405405405,0.006756756757,0,0,0,0,0,0,0,0,0,0.006756756757
31,0.8496240602,0.1203007519,0.03007518797,0,0,0,0,0,0,0,0,0,0,0
32,0.9271523179,0.03973509934,0.03311258278,0,0,0,0,0,0,0,0,0,0,0
33,0.8872180451,0.06766917293,0.03759398496,0.007518796992,0,0,0,0,0,0,0,0,0,0
34,0.8962962963,0.08148148148,0.02222222222,0,0,0,0,0,0,0,0,0,0,0
35,0.8454545455,0.1090909091,0.04545454545,0,0,0,0,0,0,0,0,0,0,0
36,0.8548387097,0.08870967742,0.0564516129,0,0,0,0,0,0,0,0,0,0,0
37,0.9016393443,0.0737704918,0.02459016393,0,0,0,0,0,0,0,0,0,0,0
38,0.9029850746,0.05970149254,0.03731343284,0,0,0,0,0,0,0,0,0,0,0
39,0.8870967742,0.08064516129,0.03225806452,0,0,0,0,0,0,0,0,0,0,0
40,0.9134615385,0.03846153846,0.04807692308,0,0,0,0,0,0,0,0,0,0,0
41,0.9382716049,0.02469135802,0.03703703704,0,0,0,0,0,0,0,0,0,0,0
42,0.9139784946,0.04301075269,0.02150537634,0.01075268817,0.01075268817,0,0,0,0,0,0,0,0,0
43,0.8863636364,0.07954545455,0.03409090909,0,0,0,0,0,0,0,0,0,0,0
44,0.9052631579,0.08421052632,0,0,0,0,0.01052631579,0,0,0,0,0,0,0
45,0.8783783784,0.08108108108,0.04054054054,0,0,0,0,0,0,0,0,0,0,0
46,0.9186046512,0.05813953488,0.02325581395,0,0,0,0,0,0,0,0,0,0,0
47,0.8783783784,0.08108108108,0.04054054054,0,0,0,0,0,0,0,0,0,0,0
48,0.8550724638,0.07246376812,0.07246376812,0,0,0,0,0,0,0,0,0,0,0
49,0.8913043478,0.1086956522,0,0,0,0,0,0,0,0,0,0,0,0
50,0.7,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0
51,0.9333333333,0.06666666667,0,0,0,0,0,0,0,0,0,0,0,0
52,0.8775510204,0.1224489796,0,0,0,0,0,0,0,0,0,0,0,0
53,0.8039215686,0.05882352941,0.05882352941,0.07843137255,0,0,0,0,0,0,0,0,0,0
54,0.9130434783,0.04347826087,0,0.04347826087,0,0,0,0,0,0,0,0,0,0
55,0.9,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0
56,0.8928571429,0.07142857143,0.03571428571,0,0,0,0,0,0,0,0,0,0,0
57,0.9333333333,0.06666666667,0,0,0,0,0,0,0,0,0,0,0,0
58,0.8965517241,0.03448275862,0.06896551724,0,0,0,0,0,0,0,0,0,0,0
59,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.9333333333,0.06666666667,0,0,0,0,0,0,0,0,0,0,0,0